,color,company,heat,ingredients,link,name,pour,site,smell,taste,taste_rating,taste_rating_max,heat_rating,heat_rating_max
10,,: Mrs.G’s Jellies ," Even with the use of habanero and jalapenos peppers, the amount of sugar really cuts the heat from the peppers as you will get a slight mild burn on the tongue and roof of the mouth.  I would give this a 3/10 on heat.  ",": Cane Sugar, Apple Cider Vinegar, Bell Pepper, Water, Jalapeno Pepper, Habanero Pepper, Pectin, Citric Acid. ",https://www.instagram.com/p/BYbfnWSFTo2/,: Ja-Ha (Jalapeno-Habanero) Hot Pepper Jelly ,": A thick jelly consistency, almost the same thickness as scooping a big pile of Jell-O but with chunks of peppers and seeds found throughout the jelly. ",: www.mrsgsjellies.com ,": Unlike the peach habanero jelly we have tried, this jelly has a much savory aroma since there are no fruits in this jelly, you get blasted with this earthy and savory aroma from the jalapeno peppers and bell peppers, but you get a slight sweetness from the habanero peppers, and apple cider vinegar along with the cane sugar.  This jelly has a unique and pleasant aroma. ",": This jelly has a much different mouth feel then the peach habanero jelly that I reviewed in the past, as it has a sharp mouth feel due to the number of chunks in the jelly.  Right away you taste the sweetness of the jelly form from the cane sugar, but then instantly you get blasted away with strong notes of bell pepper and slight hints of jalapeno that combine to deliver a rich and savory flavor while the habaneros help to add a touch of citrusy sweetness which works well with the apple cider vinegar.  This jelly would be amazing with stir-fry foods, or mixed with ground beef.  I would give this jelly a solid 8.5/10 on flavor as it is truly a gourmet pepper forward jelly. ",8.5,10.0,3.0,10.0
11,,: Hella Hot Hot Sauce. ," This sauce does consist of serrano’s, habanero powder and ghost pepper powder, which will give you an instant mouth burn that will linger for a while, but is not overly strong as id give it a 5.5/10 on heat.  ",": Apple, Tomatillo, Serrano, Distilled Water, Citrus Juice, Brown Sugar, Green Onion, Ghost Pepper Powder, Habanero Powder, Salt, Herbs, and Spices. ",https://www.instagram.com/p/BYTmbp-l4HO/,: Freakshow Deluxe Apple Cinnamon Hot Sauce ,: A very thin sauce as it dribbles out of the bottle easily but you can see the vibrant brown color with all the ingredients mixed together thinly. ,: www.hellahothotsauce.com ,": As soon as you get a whiff, you instantly smell spicy apple pie in a bottle.  The forefront of aroma consists of the cinnamon and apple right away, with hints of the tomatillo and brown sugar, while the middle ground flairs off with the serrano, and pepper powders, as they give off a earthy smoky and lightly floral aroma, while the background shows off the green onion, and some other herbs and spices.  The sauce has no vinegar which is neat! ",": This sauce is a very tasty flavor bomb and is incredibly unique.  Right away the cinnamon and apples hit your tongue, along with a touch of brown sugar to give off that apple pie/cider vibe right away, but then instantly the habanero powder also collides hitting your tongue and adding to the at sweetness, but then the sweetness dissipates and the tomatillos, serrano’s, onion, and ghost pepper powder come together to give off a savory and slightly smoky flavor.  The herbs and spices used in the sauce really help give a sense of balance.  I think this sauce would be amazing on a pork glaze, warm apple pie, or vanilla ice cream.  My only slight complaint is that after you swallow the sauce you have a slight powdery sensation in the mouth due to all the pepper powders and spices.  I would give this an 8.5/10 on flavor, and would be a 9 if there were fresh habs in it. ",8.5,10.0,5.5,10.0
12,,: Inferno Farms , Scotch Bonnet Peppers have a good kick that will give you a strong burn on your tongue and throat.  I'd give this a 6/10 on heat.  ,": Pineapple, Yellow Scotch Bonnet Peppers, Lime Juice, Water, Apple Cider Vinegar, Brown Sugar, Ginger Root, Sea Salt, Spices, Xanthan Gum ",https://www.instagram.com/p/BYHBuZ_labn/,: Pineapple XXXpress ,: The pour is a mixture of a mid-level chunkiness and then straight liquid. ,: www.inferno-farms.com ,": Wow, this is a phenomenal aroma!  Right away you get this beautiful pineapple smell in the forefront that instantaneously combines with the yellow scotch bonnet peppers which are one of my favorite peppers to create this sweet citrus and fruity flavor.  The middle ground of aroma consists of spices and ginger, as the ginger is decently noticeable, while the lime juice and apple cider vinegar are only slightly noticeable in the background to give a light tangy zip. ",": The first thing that I notice about this sauce is that it is not overly sweet which is a HUGE plus! This sauce is very delicious as it is surprisingly very pepper forward and you can actually taste the fresh yellow scotch bonnet peppers right away.  First you get blasted with a wonderfully light pineapple flavor but then the scotch bonnets take over and deliver a fruity tropical sweetness to the sauce, while the brown sugar helps add that layer of sweetness, while the spices and ginger help to balance the sauce and give it a touch more of a savory flavor, and the curry undertones totally shine from this sauce.  The vinegar is very light, and the lime juice and apple cider vinegar help add that tangy zip to the sauce.  This sauce would be excellent on all proteins that need a tropical pizazz to it!  I would give this sauce an easy 10/10.  ",10.0,10.0,6.0,10.0
13,,: World Famous Hot Sauce ," This is a good medium heat as the habaneros help boost the burn, as you get a quick hitting and low lingering burn around the mouth and tongue, as I would give this a 5/10 on heat as it hits the perfect medium. ",": Distilled Vinegar, Habanero and Tabasco Peppers, Salt, Xanthan Gum. ",https://www.instagram.com/p/BX8tMLVFHQc/,: Old Barney’s Lighthouse Hot Sauce ,": A smooth pour as it has a tiny little bit of thickness due to the Xanthan gum, as it completely pours out of the bottle like a light syrup consistency. ",,": A very simple and straightforward vinegar based pepper sauce aroma as you get a strong distilled vinegar smell in the forefront as it blasts your nostrils with the tangy vinegar, while directly after you get the aroma combination of the habanero peppers giving off a mildly sweet citrus while the tabasco peppers give that savory aged aroma. ",": Instantly you get this touch of sweetness from the habaneros as they instantly light up your tongue, while you get this combination of the vinegar and tabasco cayenne peppers giving off that savory and semi-smoky flavor profile that mixes incredibly well with the citrusy habaneros.  The vinegar is strong in the sauce but you can expect that in a vinegar based sauce, while the salt content is decently low.  This sauce would be great used as a wing sauce or on seafood dishes like chowder or oysters.  I would give this sauce a solid 6.5/10 on flavor as it is an high quality above average simple vinegar based hot sauce. ",6.5,10.0,5.0,10.0
14,", Spice, Extractives of paprika, salt. Smell: First off let me just say that this sauce has a strong and pungent aroma, as you pop off the lid you get this huge blast of hot sauce flavor.  When it comes to the smells, you essentially smell a typical cayenne blend hot sauce with some added flavors, so instantly you get the typical hot sauce smell, but then you can get a blend of spices, garlic and onion in the middle ground that strongly influences the aroma, while you get a strong tangy vinegar smell in the background. ",: KYVAN Soul Food Selections , A mild quick hitting burn that hits the back of the throat and delivers a flat heat.  I would give this a 3.5/10 on heat. ,": Hot Sauce, Water, High Fructose Corn Syrup, Vinegar, Modified Corn Starch, Dehydrated Garlic, Dehydrated Onion, Potassium Sorbate and Sodium Benzoate, Spice Extractive, Citric Acid, Caramel Color, Spice, Extractives of paprika, salt. ",https://www.instagram.com/p/BXyQVfmF-2P/,: Original Hot Sauce ,": An extremely dark and thin sauce, as the sauce instantly pours out of the bottle like water. ",: www.kyvan82.com ,": First off let me just say that this sauce has a strong and pungent aroma, as you pop off the lid you get this huge blast of hot sauce flavor.  When it comes to the smells, you essentially smell a typical cayenne blend hot sauce with some added flavors, so instantly you get the typical hot sauce smell, but then you can get a blend of spices, garlic and onion in the middle ground that strongly influences the aroma, while you get a strong tangy vinegar smell in the background. ",": I must address first that I strongly dislike the fact that this sauce uses High Fructose Corn Syrup and Modified Corn Starch, along with Spice Extractives and so forth, BUT I will say that if you are looking for a vinegar based cayenne hot sauce with an extra layer and depth of flavor, this would be right up your alley.  You instantly taste the dehydrated onion and garlic on the tip of your tongue, which combines with the typical cayenne hot sauce blend that is mixed into the sauce to deliver that classic vinegar based hot sauce flavor while the high fructose corn syrup helps add a touch of sweetness, and the paprika and spices give a full-bodied balance to this thin and runny hot sauce.  This sauce can be used as a table sauce for pretty much anything you would typically put hot sauce on, as I would give this a 6/10 on flavor. ",6.0,10.0,3.5,10.0
15,,: Trader Joe’s , A very mild/medium heat as you will get a little sting from the jalapeno and a little linger burn from the habanero.  I would give this a 3/10 on heat. ,": Water, Organic Jalapeno Pepper Puree, Tomatillo Puree, White Distilled Vinegar, Cane Sugar, Cilantro Puree, Citric Acid, Salt, Garlic Puree, Garlic, Spinach Powder, Lime Juice Concentrate, Habanero Pepper Powder, Xanthan Gum. ",https://www.instagram.com/p/BXn-9pSlmMy/,: Green Dragon Hot Sauce ,": A lightly chunky sauce that comes out of the squeeze bottle with ease, as you can see from the ingredient list that there are a lot of Puree’s in this sauce, and that is essentially what this sauce is, Puree’s and Vinegar.  ",: https://www.traderjoes.com ,": A very earthy aroma as you get the Jalapeno Pepper Puree upfront mixing with the tomatillos to deliver a very tangy and earthy aroma, while the Garlic, vinegar, and lime juice are noticeable in the middle ground which supplements the tanginess with just a touch of sweetness in the background from the cane sugar and habanero pepper powder.  ",": A very earthy but smooth sauce, with a sort of strange after taste that I don’t dig.  You get blasted with a grassy texture that hits you with the jalapenos as they deliver a semi-sweet rich flavor that gets thrown off by the tomatillos.  The Cilantro Puree is heavily noticeable as it has that rich soapy flavor.  The habanero pepper powder is untastable but helps give a more instant heat to the sauce.  The Garlic helps to balance the sauce and give it more of a flavor because you can never go wrong with garlic and hot sauce.  I did get an unpleasant aftertaste from this sauce, which I was not a fan of at all, which might be from the spinach powder or the cilantro puree.  This sauce is OK, as people could enjoy this green sauce as a table sauce for anything that requires a jalapeno green sauce.  I would give this a solid 5.5/10 on flavor, as its slightly better than average. ",5.5,10.0,3.0,10.0
16,,: D’Elidas ," This sauce uses habanero peppers, but just enough that you will get a medium burn that lingers.  I'd give this a 4/10 on heat.  ",": Selected Chombo Pepper, Mustard, Vinegar, Water, Salt, Onion, Xanthan Gum, 0.1% Sodium Benzoate, FD&C Red #40 ",https://www.instagram.com/p/BXgLqIjF21o/,: Picante Chombo Habanero Pepper Sauce ,": A thin sauce with a syrup like consistency, as the Xanthan gum is used to thicken the sauce up a little bit, to make it more noticeable on the tongue.  There are no chunks but you can see some scarce strands of pepper in the sauce. ",:www.delidasusa.com ,": A simple aroma as you get this blunt smell of the habanero peppers in the forefront, as you can smell an array of different types of habanero peppers, including red, green and possibly orange habaneros mixed together in this sauce, as they bring out the many different aromas, while the mustard is heavily noticeable in the middle ground along with the onion as you get that savory sweet aroma, while the vinegar is very noticeable, it does in fact lurk all the way in the background. ",": Let me just say, I didn’t have the highest expectations for this sauce, but I am now pleasantly surprised!  Would I consider this a gourmet craft hot sauce? No, but would I consider this to be a great everyday table sauce?  Yes.  This sauce has a very easy flavor profile as you get hit with the mustard upfront, but then the combination of the variety of habanero peppers deliver a sweetness and slightly earthy flavor that combines well with the mustard, while the onion gives only a slight noticeable addition to the flavor, and as you swallow the sauce you get hit with the tanginess of the vinegar. This sauce would be AMAZING in soups and stews, but would also be good on pizza and rice dishes.  I am going to give this sauce a generous 8/10 on flavor. ",8.0,10.0,4.0,10.0
17,,: PexPeppers ," You will get a light mid-palette and back of the throat burn, that gives a flat burn.  This sauce could be enjoyed by everyone as it is a mild sauce.  I would give this a 3.5/10 on heat. ",": Pueblo Chiles, Vinegar, Water, White Onion, Roasted Garlic, Lime Juice, Cane Sugar, Pueblo Chile Powder, Salt.  ",https://www.instagram.com/p/BXVyILpFeHw/,: I’m So Chile: Roasted Pueblo Chile Sauce ,": A thick sauce as there is some level of chunky action in this sauce, but is still able to easily slip out of the bottle, as you can see all the chunks of chilis, onion, garlic all mixed together in the sauce.  ",: www.pexpeppers.com ,": Wow, just the aroma of this sauce, instantly tells you that this is going to be extremely flavorful.  Right away you get blasted with this sweet roasted Pueblo Chile aroma, with the white onion and garlic in the background, but for the most part you get strong hints of the Pueblo Chile.  The vinegar is only slightly noticeable, and the lime juice is just a hint to add a little zest to the smell.  ",": This is a beautiful sauce, with an incredibly tasty mouthfeel.  Right away you get hit with a light sweetness, but then the sauce transforms into a savory sauce.  The pueblo chilis have such an incredible flavor as they give off this fruity sweetness with just a slight touch of bitterness.  The peppers taste incredible when they are roasted, as they give a bright and rich flavor.  The White Onion and Roasted Garlic help balance the sauce and add that roasty savory flavor.  The Cane sugar helps add to the level of sweetness, and the sauce is not too acidic or salty.  This is a beautiful sauce that would go great on burgers, steak marinade, or anything with beef, as well as a dipping sauce!  I would give this sauce an easy 10/10 on flavor as this is a truly unique hot sauce.  ",10.0,10.0,3.5,10.0
18,,: Mrs. G’s Jellies ," This is a very mild habanero jelly, as you will get little strikes of habanero and a mild linger on the tongue.  I would give this a 2/10 on heat. ",": Cane Sugar, Peaches, Water, Habanero Pepper, Lemon Juice Concentrate, Pectin, Citric Acid ",https://www.instagram.com/p/BXOIjtCFjlE/,: Peach Habanero Hot Pepper Jelly ,": There are two types of jelly consistency’s, which are light and liquidous jellies, and jellies with the consistency of Jell-O, and this jelly has the same jiggle and thickness as Jell-O, which I personally love, as you can really use this jelly with a sense of balance and control. ",: www.mrsgsjellies.com ,": The aroma is extremely light, as you mostly get strong whiffs of the peaches, as you can pick up the sweet mild fruitiness from the peaches, as the habanero peppers aroma lurks far in the back to deliver a very light and mild citrus aroma, that mixes well with the lemon juice to bring that extra zip to the aroma.  ",": This stuff is bomb!  You could happily snack on this right out of the bottle, if you are looking for a sweet little treat.  Right away you get smacked with this super sweet peach flavor that is from the peaches themselves with an extra kick of sugar from the cane sugar, as they hit you in the forefront and bring a naturally great tasting sugared peach flavor, as the habaneros heat strikes you after you swallow the sauce, you get a mild habanero burn that hits instantly, while the flavor of the habanero pepper is present, it only shines for a slight second after the peaches, and you get a very mild lemon after taste from the lemon juice.  This jelly would be an AWESOME glaze on pork, served on top of baked brie, or served on biscuits!  I would rate this jelly a strong 9.5/10 on flavor as I would only like to see the habanero poke out slightly more. ",9.5,10.0,2.0,10.0
19,,: Lucky Dog Hot Sauce ," This sauce is a medium/medium hot as you get this quick hitting heat that slowly builds and lingers from the ghost pepper, but this sauce can be enjoyed by nearly everyone in moderation, as I give it a 5.5/10 on heat.  ",": Fire Roasted Tomatoes, Apple Cider Vinegar, Water, Lime Juice, Sea Salt, Spices, Dehydrated Onion, Granulated Garlic, Ghost Pepper, Paprika. ",https://www.instagram.com/p/BW-o4TilgJB/,: El Perro Afortunado ,": A thick sauce, but not chunky as it slides right out of the bottle but has a nice thick tomato sauce consistency. ",: www.heathotsauce.com ,": The smell is intoxicating!  Right out of the get go you get that sweet fire roasted tomato sauce smell that mixes well in the middle ground as you get blasted with this balance of Onion, Garlic, and the Spice blend of Cayenne, pasilla, and black pepper explore the nostrils.  All the way in the back you can pick up smoky hints of the ghost pepper and paprika. ",": Initial Reaction: Orgasmic. Initially you get awestruck with this sweet fire roasted tomato blend that stays with you throughout the entire flavor journey.  At first you get the onion and garlic, but then the spice blend comes into play and you get this delicious taco/hot sauce salsa picante flavor from the cayenne, pasilla and black pepper, but then BAM the paprika and ghost pepper hit your tongue, delivering a smoky and semi-sweet flavor that combines really well with the tomato and spice blend, and as you swallow and finish off the sauce you can really taste the lime juice and slight hints of the apple cider vinegar as you get a zesty and tangy finish.  This sauce would be great on pretty much anything, but obviously Mexican cuisine.  I must give this sauce a 10/10, as lucky dog consistently knocks it out of the park with his sauces! ",10.0,10.0,5.5,10.0
20,,: Corine’s Cuisine ," Extremely mild, as the only peppers in this sauce are jalapenos and they are pretty much masked over with all the other ingredients in the sauce, as you will get a little tingle on the tongue initially that will disappear within thin air.  This is a 1/10 on heat. ",": Onion, Garlic, Jalapeno Peppers, Lime Juice, Apple Juice, Cilantro, Coconut Flakes, Mint, Cumin, Salt. ",https://www.instagram.com/p/BW8Kh-JFddQ/,": No.5 Spicy Mint, Coriander & Coconut Sauce ",": A very thick and chunky sauce, as I had to smack the bottle a few times to even attempt to get it onto a spoon.  This sauce is very solid in terms of consistency. ",: www.corinescuisine.com ,": A very pleasant aroma, as you get blasted with the combination of Jalapeno peppers, Cilantro, and Onion in the forefront, while the garlic, cumin, and lime juice come into play in the middle ground, the apple juice, coconut flakes and mint are slightly noticeable in the very background.  This sauce has a very robust aroma with a very diverse ingredient list. ",": This sauce is very different when compared to most sauces available on the market.  Right off the bat you need to enjoy the texture of a thick and chunky solid sauce.  The Coconut hits you almost instantaneously as soon as the sauce hits the tongue, while the cilantro follows shortly behind it along with the mint in the very back.  These three flavor sensations last throughout the entire flavor journey, while the onion, garlic and jalapeno peppers come in-between the flavors to deliver a savory and earthy flare to the sauce, while the lime juice and apple juice add a bit of acidity.  I could taste the Cumin as I swallowed the sauce for just a second.  I feel like this sauce would be excellent on pork or used as a seasoning on lamb.  I would rate this sauce an 8/10 on flavor as this is truly a gourmet cooking sauce, but I wouldn’t typically describe this as a hot sauce. ",8.0,10.0,1.0,10.0
21,,: Butterfly Bakery of Vermont ," Even though this bottle is jam packed with habaneros, there is just the perfect balance of habaneros and vinegar to not make this sauce a Scorching habanero sauce.  You get this instant tongue and mouth burn that lingers for a while.  I would give this a 5/10 on heat.  ",": Vermont Grown Habaneros, Organic White Vinegar, Salt. ",https://www.instagram.com/p/BW0d-XYlDZG/,: Vermont Habs ,": A thin sauce, with little tiny strands of pepper and seeds throughout the pour, but in general the sauce comes right out of the bottle with no issues, similar consistency to tabasco but with the strands of peppers and seeds. ",: www.butterflybakeryvt.com ,": As you could probably guess from the ingredient list, the only thing you can really smell in this sauce is a bucket load full of Habanero peppers as they bring off that sweet fruity citrusy smell that can be picked up right away, with just the lightest little hint of vinegar in the background, but 95% of the aroma is just the beautiful smell of Habaneros. ",": This is a tasty and simple sauce, as you only get the flavor of the habanero pepper, so if you like just the taste of habanero peppers, this is perfect for you.  There is just the perfect amount of pepper, and vinegar combination to not make this sauce extremely hot.  You get to taste the beautiful sweetness of the habanero pepper, and then as you swallow the sauce you get the tang from both the pepper and vinegar.  You do get a decent number of strands of the pepper and seeds in the sauce, so if you don’t like that, you won’t like this sauce.  If you love the flavor of the habanero, you will love it! This would be delicious to use on some habanero wings, or as a table sauce on pretty much anything.  I would give this sauce an 8/10 on flavor as it truly does its job of being a delicious habanero and vinegar based simple sauce. ",8.0,10.0,5.0,10.0
22,,: High River Sauces ," The combination of scorpion peppers, jolokia peppers, and red Serrano's gives you an instant full mouth burn that lingers for a while, as the heat will hit in the back of the throat and tongue.  I would give this sauce a 6.5/10 on heat.  ",": Apple Cider Vinegar, Blood Orange Concentrate, Pears, Applesauce, Scorpion Peppers, Brown Sugar, Jolokia Peppers, Red Serrano Peppers, Lime Juice, Ginger, Garlic.  ",https://www.instagram.com/p/BWqF4tFl6rv/,: Rogue: Moruga Blood Orange Scorpion Pepper Sauce ,": A rather thin sauce, as it pours out of the bottle very easily.  ",: www.highriversauces.com ,": A beautiful and complex aroma as you get the citrusy scorpion peppers in the forefront that combine with the blood orange concentrate and apple cider vinegar, and lime juice to deliver a tangy aroma, while the pears, apple sauce and ginger come into play in the middle ground, by delivering a semi-sweet fruity aroma, as the ghost peppers, red Serrano's and garlic stay in the background to bring out a semi-smoky and savory burst. ",": This sauce is very tasty, as it hits you with a fruity citrus flavor, then turns into a tangy smooth sauce, and finishes off with a savory and smoky vibe.  Initially you get a beautiful burst of blood orange flavor as it delivers a smooth citrus flavor that combines very well with the sweetness of the scorpion pepper.  The pears and applesauce help to balance the sauce while the brown sugar adds a hint of sweetness.  The lime juice and apple cider vinegar give off a tangy finish, while the jolokia peppers, red Serrano peppers and garlic give off a savory balance to the sauce.  I would give this sauce a strong 10/10 on flavor as they completely knock it out of the park!  ",10.0,10.0,6.5,10.0
23,,: Tia Finas Products ," This salsa has almost little to not heat, as you could eat spoonful’s of this stuff and only get a slight tingle on the tongue.  I would give this salsa a 0/10 on heat.  ",": Tomatoes, Jalapenos, Cilantro, Garlic, Natural Sea Salt & Citric Acid ",https://www.instagram.com/p/BWaitjUFJz0/,: Tia Fina’s Salsa Mild ,": This salsa has a medium consistency compared to other salsas, as there are no large chunks of tomato, as the salsa looks more like a puree salsa rather than a thick and chunky salsa.  There is a thickness to the salsa, as it is not runny, but it is not overly chunky in the slightest. ",: www.tiafinasproducts.com ,": A very light and simple aroma as you can smell the tomatoes in the forefront, along with the cilantro and garlic in the background.  The jalapenos are not noticeable in the aroma at all.  You can instantly pick out that this salsa is going to be light and refreshing. ",": I would describe this salsa with one word, and its juicy.  As soon as the salsa delivers into your mouth, you get this burst of juicy tomato flavors as it completely covers every little crevice of your tongue.  The tomato is heavily prevalent in this salsa, as the Cilantro and Garlic come into play in the middle ground and deliver a savory and earthy flavor vibe.  This salsa is not very sweet either, as you get just a touch of sweetness from the tomatoes.  The Jalapenos are barely noticeable in terms of flavor as you can get a hint of the pepper in the background as you swallow the sauce, and then you get the very mild tongue tingle afterwards.  I would rate this salsa a 7.5/10 on flavor as it delivers a simple, refreshing, mild salsa that can be enjoyed by everyone. ",7.5,10.0,0.0,10.0
24,,: Sam & Oliver LLC ," This sauce is going to give you a strong hitting burn that will linger for a while, but luckily the Carolina Reaper heat is cut back a little bit due to the sugar and sweetness of the agave and strawberries as I would give this a 7/10 on heat. ",": Strawberry Preserves, White Wine Vinegar, Carolina Reaper Peppers, Agave Nectar, Pectin.  ",https://www.instagram.com/p/BWQaRn2loZD/,: Mind Flay Strawberry Reaper Sauce ,": An extremely thin sauce, as you can see strands of the Carolina Reaper peppers and strawberry preserves all masked around the combination of White Wine Vinegar and Agave. ",: www.samandoliver.com ,": This sauce has such a short ingredient list that it is hard to go into detail on the aroma of this beautiful smelling sauce.  Right away you get knocked to the floor with the combination of Strawberry Preserves and Carolina Reapers as they give off that sweet fruity slightly acidic smell, while the reapers also add that daunting floral reaper smell.  The Agave Nectar comes into play in the background as you can catch slight whiffs of the Agave in the background. ",": This sauce is extremely unique in flavor as this is no typical hot sauce.  Right out of the get go you get this amazingly sweet strawberry flavor that combines with the Agave to give this beautiful sweet and lightly tart flavor of the strawberries, while moments after the Carolina Reaper hits you and fools you to give you this extra blast of sweetness before smacking you down with the ruthless heat of the Reaper pepper.  This sauce would be delicious on Ice Cream, Breakfast Bagels with cream cheese, spicy peanut butter and jelly sandwiches and much more.  I would give this sauce a strong 9.5/10 on flavor as it truly delivers a simple gourmet fruit based hot sauce. ",9.5,10.0,7.0,10.0
